idx,step,txn_user,txn_receiver,amount,type,isFraud,ring_score_7d,ring_score_30d,delta_score,confidence
96,1,b7aa37f0,e79e7cd2,581294.25,TRANSFER,0,0.9306152534298815,0.9065015722150336,0.024113681214847915,0.9230769230769231
97,1,2596c75b,1be4eeca,11996.580078125,TRANSFER,0,0.7837507712869746,0.7837507712869746,0.0,0.7076923076923077
106,1,0b55f8b1,0df44007,28404.599609375,CASH_OUT,0,0.7460853668177614,0.7460853668177614,0.0,0.6076923076923078
107,1,842ed160,6a401719,75405.1015625,CASH_OUT,0,0.807820827874701,0.807820827874701,0.0,0.823076923076923
108,1,7f22787b,9a9f237f,50101.87890625,CASH_OUT,0,0.8974009410340642,0.8679714527073664,0.029429488326697784,0.9384615384615385
109,1,24f53223,1144eac8,14121.8203125,CASH_OUT,0,0.7606560220191948,0.7606560220191948,0.0,0.6384615384615384
110,1,0b8da902,b2f3df10,78292.90625,CASH_OUT,0,0.796483464040122,0.796483464040122,0.0,0.7615384615384615
111,1,daf30c51,afaf5f47,176149.90625,CASH_OUT,0,0.7857821541744041,0.7857821541744041,0.0,0.7153846153846154
112,1,ec20d123,dca49018,212228.34375,CASH_OUT,0,0.7667226075477056,0.7667226075477056,0.0,0.6538461538461539
113,1,d497808a,e79e7cd2,85423.6328125,CASH_OUT,0,0.9306152534298815,0.9065015722150336,0.024113681214847915,0.9230769230769231
114,1,d65d25ce,7c8e2711,11648.5,CASH_OUT,0,0.9192710007223241,0.8931062619563402,0.026164738765983908,0.9230769230769231
117,1,7af60e3b,9002e58d,419801.40625,CASH_OUT,0,0.8090614673106034,0.8090614673106034,0.0,0.8307692307692307
118,1,08255675,7fe40206,335416.5,CASH_OUT,0,0.7721761523034925,0.7721761523034925,0.0,0.6692307692307693
123,1,225956b3,ecf97e77,330757.03125,TRANSFER,0,0.7637735776332538,0.7637735776332538,0.0,0.6461538461538462
132,1,d076445c,c2076419,679502.25,TRANSFER,0,0.811445457200453,0.811445457200453,0.0,0.8461538461538461
133,1,82cb02c0,dc8e7297,177652.90625,TRANSFER,0,0.7063808379280444,0.7063808379280444,0.0,0.5538461538461539
139,1,51c26803,d3561163,184986.796875,TRANSFER,0,0.7320894907763119,0.7320894907763119,0.0,0.5846153846153846
146,1,009fbaf4,ae08936e,467177.03125,CASH_OUT,0,0.7997510872569837,0.7997510872569837,0.0,0.7807692307692308
150,1,bbfb43c2,ecf97e77,154139.71875,CASH_OUT,0,0.7637735776332538,0.7637735776332538,0.0,0.6461538461538462
151,1,73866c84,c70196a2,82685.9296875,CASH_OUT,0,0.9146526835252926,0.8877274398751002,0.026925243650192443,0.8846153846153846
152,1,ff82f764,8d11442f,83857.2265625,CASH_OUT,0,0.8052340226780329,0.8052340226780329,0.0,0.8076923076923077
153,1,ff071124,8d11442f,99109.7734375,CASH_OUT,0,0.8052340226780329,0.8052340226780329,0.0,0.8076923076923077
154,1,6908f439,a7064beb,187726.671875,CASH_OUT,0,0.7877345973905113,0.7877345973905113,0.0,0.7230769230769231
155,1,0e1f45fa,ad2a2420,281339.90625,CASH_OUT,0,0.7637735776332538,0.7637735776332538,0.0,0.6461538461538462
156,1,a387e67e,e79e7cd2,186447.515625,CASH_OUT,0,0.9306152534298815,0.9065015722150336,0.024113681214847915,0.9230769230769231
157,1,f2a72996,519992de,81029.859375,CASH_OUT,0,0.7695188922940575,0.7695188922940575,0.0,0.6615384615384615
158,1,2c9d957f,f0bfd452,139054.953125,CASH_OUT,0,0.7771201496744762,0.7771201496744762,0.0,0.6846153846153846
159,1,920baaa3,2405b539,154716.203125,CASH_OUT,0,0.812591775240771,0.812591775240771,0.0,0.8538461538461539
160,1,8fcc082b,3bd408a7,53631.828125,CASH_OUT,0,0.79485475059469,0.79485475059469,0.0,0.7538461538461538
161,1,f31a8ac7,b9db8f12,289645.53125,CASH_OUT,0,0.8137094601715017,0.8137094601715017,0.0,0.8615384615384616
162,1,95965ab8,dca49018,267148.8125,CASH_OUT,0,0.7667226075477056,0.7667226075477056,0.0,0.6538461538461539
163,1,ef1ec5cf,d58099f9,47913.578125,CASH_OUT,0,0.7417787913350707,0.7417787913350707,0.0,0.6
164,1,f4dc88eb,e68efcf8,193605.375,CASH_OUT,0,0.7138572338595794,0.7138572338595794,0.0,0.5615384615384615
165,1,fc10427d,f68a9d96,344464.40625,CASH_OUT,0,0.7265888867511967,0.7265888867511967,0.0,0.5769230769230769
166,1,b3d16aee,dca49018,169409.875,CASH_OUT,0,0.7667226075477056,0.7667226075477056,0.0,0.6538461538461539
167,1,1c34db0c,35f85435,25793.740234375,CASH_OUT,0,0.7877345973905113,0.7877345973905113,0.0,0.7230769230769231
168,1,f43026ca,a5c72e61,114712.4765625,CASH_OUT,0,0.781634510851948,0.781634510851948,0.0,0.7
169,1,408779d3,f4a662b7,89038.75,CASH_OUT,0,0.9089936169765942,0.8811904918806477,0.027803125095946513,0.9384615384615385
170,1,afab2a74,b351a089,1341.5799560546875,CASH_OUT,0,0.7931693350667977,0.7931693350667977,0.0,0.7461538461538462
171,1,39106afc,e79e7cd2,44443.078125,CASH_OUT,0,0.9306152534298815,0.9065015722150336,0.024113681214847915,0.9230769230769231
172,1,5a3e1b98,b632a209,34729.640625,CASH_OUT,0,0.7771201496744762,0.7771201496744762,0.0,0.6846153846153846
173,1,5b29ee0c,afaf5f47,105979.34375,CASH_OUT,0,0.7857821541744041,0.7857821541744041,0.0,0.7153846153846154
174,1,d25b8d8b,d58099f9,57794.609375,CASH_OUT,0,0.7417787913350707,0.7417787913350707,0.0,0.6
175,1,34e8bc95,37219405,15918.7900390625,CASH_OUT,0,0.7667226075477056,0.7667226075477056,0.0,0.6538461538461539
176,1,1e8b129d,b5034b35,19162.080078125,CASH_OUT,0,0.8038841893430972,0.8038841893430972,0.0,0.8
177,1,d5bc9c07,e79e7cd2,220691.421875,CASH_OUT,0,0.9306152534298815,0.9065015722150336,0.024113681214847915,0.9230769230769231
178,1,8496994b,1e74d418,9536.5400390625,CASH_OUT,0,0.7637735776332538,0.7637735776332538,0.0,0.6461538461538462
179,1,b434dbc8,3fad2e3a,29784.060546875,CASH_OUT,0,0.781634510851948,0.781634510851948,0.0,0.7
180,1,7ac06b36,a186c0a9,190445.515625,CASH_OUT,0,0.9089936169765942,0.8811904918806477,0.027803125095946513,0.9615384615384616
181,1,45f87d2f,d1493c23,57279.109375,CASH_OUT,0,0.781634510851948,0.781634510851948,0.0,0.7
182,1,8ae0b086,6bdd6577,112086.8125,CASH_OUT,0,0.8038841893430972,0.8038841893430972,0.0,0.8
183,1,34ca466f,54427710,80311.890625,CASH_OUT,0,0.7637735776332538,0.7637735776332538,0.0,0.6461538461538462
184,1,095da3d7,b9db8f12,151829.90625,CASH_OUT,0,0.8137094601715017,0.8137094601715017,0.0,0.8615384615384616
185,1,91871ab0,1be4eeca,26004.51953125,CASH_OUT,0,0.7837507712869746,0.7837507712869746,0.0,0.7076923076923077
186,1,72a04a02,3df92e2e,3146.159912109375,CASH_OUT,0,0.8038841893430972,0.8038841893430972,0.0,0.8
187,1,0dc2332d,6bdd6577,296752.75,CASH_OUT,0,0.8038841893430972,0.8038841893430972,0.0,0.8
188,1,59be537a,7c8e2711,191702.0625,CASH_OUT,0,0.9192710007223241,0.8931062619563402,0.026164738765983908,0.9230769230769231
189,1,3bcf7eb3,ecf97e77,365510.0625,CASH_OUT,0,0.7637735776332538,0.7637735776332538,0.0,0.6461538461538462
190,1,580d3848,2405b539,202332.078125,CASH_OUT,0,0.812591775240771,0.812591775240771,0.0,0.8538461538461539
191,1,cdd595cf,53474875,55105.8984375,CASH_OUT,0,0.8102691656064758,0.8102691656064758,0.0,0.8384615384615385
192,1,a5d94933,e68efcf8,171508.59375,CASH_OUT,0,0.7138572338595794,0.7138572338595794,0.0,0.5615384615384615
193,1,f40133c8,f4a662b7,178439.265625,CASH_OUT,0,0.9089936169765942,0.8811904918806477,0.027803125095946513,0.9384615384615385
194,1,ed36a2f9,7c8e2711,88834.859375,CASH_OUT,0,0.9192710007223241,0.8931062619563402,0.026164738765983908,0.9230769230769231
195,1,85b62cab,ae08936e,210370.09375,CASH_OUT,0,0.7997510872569837,0.7997510872569837,0.0,0.7807692307692308
196,1,8a544421,f8a57a0e,36437.05859375,CASH_OUT,0,0.7667226075477056,0.7667226075477056,0.0,0.6538461538461539
197,1,0182ef72,aaef0d74,82691.5625,CASH_OUT,0,0.9170706359402124,0.8905384699121781,0.02653216602803432,0.9692307692307692
198,1,8d1667ec,2405b539,338767.09375,CASH_OUT,0,0.812591775240771,0.812591775240771,0.0,0.8538461538461539
199,1,4d3d3455,a186c0a9,187728.59375,CASH_OUT,0,0.9089936169765942,0.8811904918806477,0.027803125095946513,0.9615384615384616
200,1,986488cb,c2076419,271002.6875,CASH_OUT,0,0.811445457200453,0.811445457200453,0.0,0.8461538461538461
201,1,01a93c3c,a7064beb,323105.09375,CASH_OUT,0,0.7877345973905113,0.7877345973905113,0.0,0.7230769230769231
202,1,429b66a8,573f7054,10782.9404296875,CASH_OUT,0,0.7606560220191948,0.7606560220191948,0.0,0.6384615384615384
203,1,b670000b,d58099f9,89962.109375,CASH_OUT,0,0.7417787913350707,0.7417787913350707,0.0,0.6
204,1,b26ac205,87589a0a,101940.140625,CASH_OUT,0,0.7460853668177614,0.7460853668177614,0.0,0.6076923076923078
205,1,c1c76b03,dca49018,163100.34375,CASH_OUT,0,0.7667226075477056,0.7667226075477056,0.0,0.6538461538461539
206,1,5bcdf62a,3bd408a7,136030.65625,CASH_OUT,0,0.79485475059469,0.79485475059469,0.0,0.7538461538461538
207,1,cc55eb51,d3561163,68912.2265625,CASH_OUT,0,0.7320894907763119,0.7320894907763119,0.0,0.5846153846153846
208,1,7d3bd94e,e2c6df07,73464.0625,CASH_OUT,0,0.812591775240771,0.812591775240771,0.0,0.8538461538461539
209,1,bf7743a1,95771a59,106117.28125,CASH_OUT,0,0.7606560220191948,0.7606560220191948,0.0,0.6384615384615384
210,1,54ce6fb1,7c8e2711,503333.78125,CASH_OUT,0,0.9192710007223241,0.8931062619563402,0.026164738765983908,0.9230769230769231
211,1,32d29a18,b351a089,71991.421875,CASH_OUT,0,0.7931693350667977,0.7931693350667977,0.0,0.7461538461538462
212,1,8e63c12a,dca49018,91379.9296875,CASH_OUT,0,0.7667226075477056,0.7667226075477056,0.0,0.6538461538461539
213,1,ab3db91a,a186c0a9,26759.05078125,CASH_OUT,0,0.9089936169765942,0.8811904918806477,0.027803125095946513,0.9615384615384616
214,1,2a14d7e0,a7064beb,128487.3515625,CASH_OUT,0,0.7877345973905113,0.7877345973905113,0.0,0.7230769230769231
215,1,6171cccd,9002e58d,252908.875,CASH_OUT,0,0.8090614673106034,0.8090614673106034,0.0,0.8307692307692307
216,1,5d31c08a,8d11442f,64489.640625,CASH_OUT,0,0.8052340226780329,0.8052340226780329,0.0,0.8076923076923077
217,1,eee89ff8,c2076419,171369.734375,CASH_OUT,0,0.811445457200453,0.811445457200453,0.0,0.8461538461538461
230,1,e12446c9,6a579df8,71532.2421875,CASH_OUT,0,0.7606560220191948,0.7606560220191948,0.0,0.6384615384615384
231,1,dcb92ba6,95771a59,61159.51171875,CASH_OUT,0,0.7606560220191948,0.7606560220191948,0.0,0.6384615384615384
232,1,af7b88b7,ba736b1f,12401.900390625,CASH_OUT,0,0.7877345973905113,0.7877345973905113,0.0,0.7230769230769231
233,1,626fc6c2,7663adaf,32702.609375,CASH_OUT,0,0.7771201496744762,0.7771201496744762,0.0,0.6846153846153846
236,1,fc06da70,c2076419,480222.5,TRANSFER,0,0.811445457200453,0.811445457200453,0.0,0.8461538461538461
251,1,1aa639fd,532005c3,2806.0,TRANSFER,1,0.7460853668177614,0.7460853668177614,0.0,0.6076923076923078
252,1,21d34448,626fa3df,2806.0,CASH_OUT,1,0.7606560220191948,0.7606560220191948,0.0,0.6384615384615384
270,1,94801f60,8d11442f,280877.90625,CASH_OUT,0,0.8052340226780329,0.8052340226780329,0.0,0.8076923076923077
274,1,e496e311,4baa476a,157883.0625,TRANSFER,0,0.7667226075477056,0.7667226075477056,0.0,0.6538461538461539
276,1,a7e5268e,4baa476a,102153.859375,CASH_OUT,0,0.7667226075477056,0.7667226075477056,0.0,0.6538461538461539
279,1,88933a89,e2c6df07,369989.1875,CASH_OUT,0,0.812591775240771,0.812591775240771,0.0,0.8538461538461539
280,1,913b1207,7663adaf,215338.28125,CASH_OUT,0,0.7771201496744762,0.7771201496744762,0.0,0.6846153846153846
281,1,32411084,3fad2e3a,65521.421875,CASH_OUT,0,0.781634510851948,0.781634510851948,0.0,0.7
282,1,2455313f,f8a57a0e,116977.578125,CASH_OUT,0,0.7667226075477056,0.7667226075477056,0.0,0.6538461538461539
283,1,30b39344,f4a662b7,262392.375,CASH_OUT,0,0.9089936169765942,0.8811904918806477,0.027803125095946513,0.9384615384615385
284,1,a7310812,f8a57a0e,51121.05078125,CASH_OUT,0,0.7667226075477056,0.7667226075477056,0.0,0.6538461538461539
285,1,86e9ac3a,7c8e2711,202624.59375,CASH_OUT,0,0.9192710007223241,0.8931062619563402,0.026164738765983908,0.9230769230769231
286,1,a8f5c555,4baa476a,118235.15625,CASH_OUT,0,0.7667226075477056,0.7667226075477056,0.0,0.6538461538461539
287,1,cb76c57f,3bd408a7,118056.7109375,CASH_OUT,0,0.79485475059469,0.79485475059469,0.0,0.7538461538461538
288,1,b53a9e1d,a186c0a9,498960.90625,CASH_OUT,0,0.9089936169765942,0.8811904918806477,0.027803125095946513,0.9615384615384616
289,1,809da444,e79e7cd2,691738.375,CASH_OUT,0,0.9306152534298815,0.9065015722150336,0.024113681214847915,0.9230769230769231
290,1,b9738b51,a186c0a9,58820.078125,CASH_OUT,0,0.9089936169765942,0.8811904918806477,0.027803125095946513,0.9615384615384616
296,1,b25c4f1a,d3561163,302693.125,CASH_OUT,0,0.7320894907763119,0.7320894907763119,0.0,0.5846153846153846
308,1,79352c72,5a37b712,410201.875,CASH_OUT,0,0.7573516733210894,0.7573516733210894,0.0,0.6307692307692307
328,1,0caa7224,d5905891,40684.96875,CASH_OUT,0,0.7573516733210894,0.7573516733210894,0.0,0.6307692307692307
331,1,ac36f063,35f85435,106267.2109375,CASH_OUT,0,0.7877345973905113,0.7877345973905113,0.0,0.7230769230769231
337,1,2b64e7c3,6703b6b0,123179.96875,TRANSFER,0,0.7931693350667977,0.7931693350667977,0.0,0.7461538461538462
345,1,6140a07a,f0f7cc05,522264.8125,TRANSFER,0,0.8974009410340642,0.8679714527073664,0.029429488326697784,0.8846153846153846
352,1,99a105a0,b2f3df10,26923.419921875,TRANSFER,0,0.796483464040122,0.796483464040122,0.0,0.7615384615384615
353,1,8f5ba5c6,e4133cf3,53783.5703125,TRANSFER,0,0.8147997674353576,0.8147997674353576,0.0,0.8692307692307693
354,1,8c0f5761,f0bfd452,80333.28125,TRANSFER,0,0.7771201496744762,0.7771201496744762,0.0,0.6846153846153846
355,1,998f7a72,ecf97e77,211075.90625,TRANSFER,0,0.7637735776332538,0.7637735776332538,0.0,0.6461538461538462
356,1,9c8ee146,6bdd6577,100677.859375,TRANSFER,0,0.8038841893430972,0.8038841893430972,0.0,0.8
357,1,58ca5b2d,2405b539,473499.5,TRANSFER,0,0.812591775240771,0.812591775240771,0.0,0.8538461538461539
358,1,6bdcfbf9,e79e7cd2,1538200.375,TRANSFER,0,0.9306152534298815,0.9065015722150336,0.024113681214847915,0.9230769230769231
359,1,aab7c89d,e79e7cd2,2421578.0,TRANSFER,0,0.9306152534298815,0.9065015722150336,0.024113681214847915,0.9230769230769231
360,1,19648715,33565c1d,1349670.625,TRANSFER,0,0.9089936169765942,0.8811904918806477,0.027803125095946513,0.976923076923077
361,1,a5b03c5d,e2c6df07,314403.125,TRANSFER,0,0.812591775240771,0.812591775240771,0.0,0.8538461538461539
362,1,79610c4d,e79e7cd2,1457213.5,TRANSFER,0,0.9306152534298815,0.9065015722150336,0.024113681214847915,0.9230769230769231
363,1,ffbde605,2d6fe481,180368.84375,TRANSFER,0,0.7538392351238842,0.7538392351238842,0.0,0.6230769230769231
364,1,7727205e,6bdd6577,445038.71875,TRANSFER,0,0.8038841893430972,0.8038841893430972,0.0,0.8
365,1,d2b7e417,c2076419,1123206.625,TRANSFER,0,0.811445457200453,0.811445457200453,0.0,0.8461538461538461
367,1,dda17f0a,d07cdb7e,176334.265625,TRANSFER,0,0.9146526835252926,0.8877274398751002,0.026925243650192443,1.0
368,1,83d52ef0,c1ec2550,161217.609375,TRANSFER,0,0.8234442527311107,0.7865114345608367,0.03693281817027394,0.9
369,1,8b35160b,d58099f9,108443.609375,TRANSFER,0,0.7417787913350707,0.7417787913350707,0.0,0.6
370,1,e0f4a4e3,bdf99e0d,75442.6796875,TRANSFER,0,0.7857821541744041,0.7857821541744041,0.0,0.7153846153846154
371,1,41064d97,c70196a2,55536.859375,TRANSFER,0,0.9146526835252926,0.8877274398751002,0.026925243650192443,0.8846153846153846
372,1,51e42711,aaef0d74,438437.09375,TRANSFER,0,0.9170706359402124,0.8905384699121781,0.02653216602803432,0.9692307692307692
373,1,1dc12f47,7c8e2711,928722.6875,TRANSFER,0,0.9192710007223241,0.8931062619563402,0.026164738765983908,0.9230769230769231
374,1,1aeb555a,ae08936e,1478772.0,TRANSFER,0,0.7997510872569837,0.7997510872569837,0.0,0.7807692307692308
375,1,5a1b27c2,e79e7cd2,2545478.0,TRANSFER,0,0.9306152534298815,0.9065015722150336,0.024113681214847915,0.9230769230769231
376,1,56148537,e79e7cd2,2061082.875,TRANSFER,0,0.9306152534298815,0.9065015722150336,0.024113681214847915,0.9230769230769231
377,1,f9719622,ae08936e,983479.6875,TRANSFER,0,0.7997510872569837,0.7997510872569837,0.0,0.7807692307692308
378,1,434e3ba1,a7064beb,635508.0,TRANSFER,0,0.7877345973905113,0.7877345973905113,0.0,0.7230769230769231
379,1,c37d06ae,ae08936e,848231.5625,TRANSFER,0,0.7997510872569837,0.7997510872569837,0.0,0.7807692307692308
380,1,3bd7a7da,ecf97e77,739112.9375,TRANSFER,0,0.7637735776332538,0.7637735776332538,0.0,0.6461538461538462
381,1,7e0adc11,53474875,324397.9375,TRANSFER,0,0.8102691656064758,0.8102691656064758,0.0,0.8384615384615385
382,1,e9791ab3,7c8e2711,982862.8125,TRANSFER,0,0.9192710007223241,0.8931062619563402,0.026164738765983908,0.9230769230769231
383,1,955172d5,aaef0d74,955855.0,TRANSFER,0,0.9170706359402124,0.8905384699121781,0.02653216602803432,0.9692307692307692
384,1,ce4e46a0,6a401719,179253.234375,TRANSFER,0,0.807820827874701,0.807820827874701,0.0,0.823076923076923
388,1,816f098e,d07cdb7e,373068.25,CASH_OUT,0,0.9146526835252926,0.8877274398751002,0.026925243650192443,1.0
509,1,f7ee539b,e68efcf8,420532.34375,TRANSFER,0,0.7138572338595794,0.7138572338595794,0.0,0.5615384615384615
511,1,6798437a,eff29369,147804.015625,CASH_OUT,0,0.7914235692737203,0.7914235692737203,0.0,0.7384615384615385
515,1,bcedee19,1c531d57,145944.671875,CASH_OUT,0,0.7573516733210894,0.7573516733210894,0.0,0.6307692307692307
516,1,bbbb55d2,6e4fe0d8,7206.330078125,TRANSFER,0,0.7417787913350707,0.7417787913350707,0.0,0.6
523,1,b94a15aa,a186c0a9,276460.625,TRANSFER,0,0.9089936169765942,0.8811904918806477,0.027803125095946513,0.9615384615384616
526,1,f9b7baf6,f8a57a0e,95636.4921875,CASH_OUT,0,0.7667226075477056,0.7667226075477056,0.0,0.6538461538461539
527,1,a883560a,f4a662b7,195314.34375,CASH_OUT,0,0.9089936169765942,0.8811904918806477,0.027803125095946513,0.9384615384615385
547,1,30558ec0,35644ae8,51719.12890625,TRANSFER,0,0.7877345973905113,0.7877345973905113,0.0,0.7230769230769231
552,1,2e308070,9002e58d,562903.8125,CASH_OUT,0,0.8090614673106034,0.8090614673106034,0.0,0.8307692307692307
557,1,21246c2f,e79e7cd2,227478.015625,CASH_OUT,0,0.9306152534298815,0.9065015722150336,0.024113681214847915,0.9230769230769231
559,1,2958976f,65bf8479,100588.796875,TRANSFER,0,0.7854957777748036,0.7854957777748036,0.0,0.7153846153846154
665,1,29e2db71,b9db8f12,227768.625,CASH_OUT,0,0.8137094601715017,0.8137094601715017,0.0,0.8615384615384616
666,1,7d1f3f3c,9002e58d,172986.703125,CASH_OUT,0,0.8090614673106034,0.8090614673106034,0.0,0.8307692307692307
680,1,0e859dee,2ca99b12,20128.0,TRANSFER,1,0.7460853668177614,0.7460853668177614,0.0,0.6076923076923078
681,1,7f82d379,52789a93,20128.0,CASH_OUT,1,0.7371310256636456,0.7371310256636456,0.0,0.5923076923076923
687,1,2e9362c2,f0f7cc05,213922.125,CASH_OUT,0,0.8974009410340642,0.8679714527073664,0.029429488326697784,0.8846153846153846
688,1,bf606498,e79e7cd2,83859.59375,CASH_OUT,0,0.9306152534298815,0.9065015722150336,0.024113681214847915,0.9230769230769231
689,1,c6a53003,35644ae8,33269.25,CASH_OUT,0,0.7877345973905113,0.7877345973905113,0.0,0.7230769230769231
690,1,c7c81690,5caca82b,51749.94140625,CASH_OUT,0,0.7573516733210894,0.7573516733210894,0.0,0.6307692307692307
691,1,f38188e4,b9db8f12,86410.296875,CASH_OUT,0,0.8137094601715017,0.8137094601715017,0.0,0.8615384615384616
692,1,91368ec8,f8a57a0e,10856.6298828125,CASH_OUT,0,0.7667226075477056,0.7667226075477056,0.0,0.6538461538461539
693,1,4f596721,e2c6df07,161613.9375,CASH_OUT,0,0.812591775240771,0.812591775240771,0.0,0.8538461538461539
694,1,05b0a52c,9002e58d,244361.8125,CASH_OUT,0,0.8090614673106034,0.8090614673106034,0.0,0.8307692307692307
695,1,058c6889,f0f7cc05,596617.875,CASH_OUT,0,0.8974009410340642,0.8679714527073664,0.029429488326697784,0.8846153846153846
696,1,fda7eae6,6a579df8,108600.78125,CASH_OUT,0,0.7606560220191948,0.7606560220191948,0.0,0.6384615384615384
697,1,3d38c9da,e2c6df07,377520.9375,CASH_OUT,0,0.812591775240771,0.812591775240771,0.0,0.8538461538461539
698,1,c17e2317,bdf99e0d,60758.421875,CASH_OUT,0,0.7857821541744041,0.7857821541744041,0.0,0.7153846153846154
699,1,c45131d1,e2c6df07,86204.3125,CASH_OUT,0,0.812591775240771,0.812591775240771,0.0,0.8538461538461539
700,1,05bedcc5,f276195a,1234.0,CASH_OUT,0,0.7837507712869746,0.7837507712869746,0.0,0.7076923076923077
701,1,67de0a31,d07cdb7e,18288.91015625,CASH_OUT,0,0.9146526835252926,0.8877274398751002,0.026925243650192443,1.0
702,1,2d3c10ff,9002e58d,248979.21875,CASH_OUT,0,0.8090614673106034,0.8090614673106034,0.0,0.8307692307692307
703,1,88d79334,f0f7cc05,126774.5,CASH_OUT,0,0.8974009410340642,0.8679714527073664,0.029429488326697784,0.8846153846153846
704,1,3062326c,1e4735df,38428.19140625,CASH_OUT,0,0.79485475059469,0.79485475059469,0.0,0.7538461538461538
705,1,e4617067,c3e04013,109732.5234375,CASH_OUT,0,0.8024940540814368,0.8024940540814368,0.0,0.7923076923076924
706,1,35c6ddea,8f2f92dd,17851.5390625,CASH_OUT,0,0.7794267643754282,0.7794267643754282,0.0,0.6923076923076923
707,1,2158edd2,8aebb1b0,5223.97021484375,CASH_OUT,0,0.7138572338595794,0.7138572338595794,0.0,0.5615384615384615
708,1,ffee0b71,f4a662b7,63807.171875,CASH_OUT,0,0.9089936169765942,0.8811904918806477,0.027803125095946513,0.9384615384615385
