idx,ml_score,isolation_forest_score,lof_score,ocsvm_score,anomaly_detected
2520522,0.22888409961655304,0.40528213691756454,0.024891115330606315,0.09387848279294435,0
659550,0.27081282336652357,0.4410500052319738,0.060417163956076346,0.160813357818569,0
994335,0.2977226109216477,0.5078747480427159,0.06206381206490659,0.12583046640408874,1
2691901,0.18944517040548775,0.33104981023803337,0.022882610928818856,0.08527741003912705,0
1782067,0.02960101520156498,0.03679748327982779,0.022915405492295662,0.02163825956981193,0
2497281,0.03507913541938881,0.04659386697879431,0.02381720135350668,0.023185207619698285,0
44650,0.13227146044281468,0.1941295196219479,0.017732525054336406,0.14943471557769894,0
2620246,0.1903693009965618,0.3323853714261038,0.043975568016027006,0.054919724393508985,0
578832,0.08211718918286022,0.12003064713763256,0.03012805422892478,0.0653172467268325,0
2373309,0.047418625669643985,0.06395170266769412,0.021375826048033394,0.045150132606934526,0
1252158,0.09407970113814923,0.14403397977878385,0.06103490867642157,0.018761193229154212,0
602449,0.2800549768869534,0.4166801370179176,0.1352136792339363,0.1557540230390686,0
2057158,0.03834122456241557,0.04236465356323582,0.0223641194430144,0.05224830973946671,0
1445125,0.027592660095776468,0.03277211473407737,0.02211454332967406,0.022861198649177836,0
1493369,0.07015418612103462,0.12026549162169697,0.026710584637218066,0.010041324595103557,0
2718420,0.2469461069793886,0.4251442781293774,0.042154079404424824,0.10863872046686229,0
1218613,0.21403488792258835,0.36248118231278037,0.042545986871267066,0.10015250352409029,0
1608906,0.030580726570582535,0.04582721662023581,0.015388100577042438,0.015253440436759497,0
935949,0.037602139937928714,0.034832444216047365,0.032472710969797626,0.05222052269482869,0
866202,0.06291212561601374,0.09413024786503854,0.021689464842746524,0.046700811153352534,0
529609,0.26879320165437254,0.46187201939600087,0.08311900637147024,0.06460745022465529,0
1056871,0.0696430977685377,0.10608189144896696,0.032842014601574175,0.03374773831790986,0
1899841,0.05431926279004662,0.0640171074595377,0.02823667543815251,0.06919853214416007,0
740759,0.06673453972418408,0.09368960892419609,0.019224287460088377,0.07061224512029765,0
447997,0.2831360329475323,0.3857614089633574,0.16333705036085344,0.206271066787988,0
1563059,0.0519313505101107,0.05959377600580362,0.023953428170359125,0.07474217028050574,0
1627210,0.04128364538961112,0.034355450661772924,0.061847030546201845,0.027759054474320543,0
101850,0.2516763326912998,0.4082880022110812,0.05019192570772823,0.16237376936720355,0
2149347,0.037231765071220065,0.04551307520129799,0.036664086087142826,0.01738000822214109,0
499160,0.08589397072403503,0.1421991003992793,0.011977399955178502,0.056006002689209085,0
407590,0.1170875617677741,0.15535384118988615,0.025680875873307845,0.15853189205419332,0
439481,0.16807688030056214,0.24060179187846797,0.035302864662783116,0.18592562481246602,0
1482223,0.02865927502996051,0.03516631766575329,0.015999922841692302,0.03138069672288089,0
132494,0.1143848271629567,0.14951311523718736,0.028769737292021463,0.1549867417837829,0
998792,0.046862480488453685,0.05468829366936012,0.014808459205770105,0.07537897946021298,0
535126,0.11466757534564598,0.19114369059091874,0.031600883561890135,0.048077324908097865,0
781938,0.05203764519934596,0.05610630786716386,0.02135121838944184,0.08789562874465737,0
1261407,0.045253004596926966,0.0665469634245448,0.022080733858793646,0.026776513635082322,0
940826,0.029871719391247494,0.025419873504595403,0.018718273440251197,0.05773150303437217,0
1216883,0.14125061563683172,0.22309926243056288,0.05040337444230075,0.07289986044430032,0
1118517,0.11934004654653343,0.21053295517143955,0.017556437905260968,0.044033187946176895,0
2263695,0.1531391911602689,0.23827003684508452,0.04287278572801914,0.10571168509660439,0
1271523,0.17471502677916495,0.2983866661940956,0.037816678353454966,0.0708834508804033,0
2407238,0.2728516284644522,0.436562514318257,0.1021862685933073,0.11957245363665771,0
753602,0.06241409730331182,0.0791729824171149,0.039492145369384,0.05489981241969583,0
1335388,0.03601918526466885,0.03076956424076649,0.03149264850812346,0.05593304295924286,0
936046,0.037841419616986234,0.03834411994345033,0.030303462841756224,0.047891603963671016,0
225763,0.15887072484999804,0.22448630166150185,0.02493888817282833,0.19572953783699296,0
50208,0.2683559251768289,0.4341373219552068,0.0702133020378586,0.1511163679393394,0
2349023,0.042863253389256784,0.06473660931650393,0.018199233580420988,0.025175893284392587,0
2725849,0.3043647163848433,0.5153682050255679,0.06520739151338517,0.13559198209021903,1
2051215,0.08803074223961993,0.14431227204896568,0.03257024680617341,0.03051766086642529,0
2481661,0.06073869807716815,0.09394851489854117,0.027029406390207192,0.028278093554177014,0
1624790,0.037122967210686676,0.03329147430158563,0.05625418206863814,0.018004877196512108,0
2026434,0.04049429389212131,0.04933753411095965,0.026949378479932555,0.0387035664633086,0
222897,0.20901354933338548,0.30221980385709357,0.05822539127590767,0.20218015011033189,0
1711361,0.21089068248261708,0.3659272950129763,0.03271458189294775,0.09056330204122308,0
2702134,0.3586779264032679,0.6443809889125642,0.0213133188416816,0.15046718147240654,1
477607,0.09756584252280034,0.1500053309669288,0.02352799582573674,0.07752389145807458,0
1842232,0.15380063399931068,0.26028044668580363,0.028080680699396194,0.07618103223295014,0
2381120,0.06147243103167298,0.09429730059519759,0.020540066163699345,0.04080880442482191,0
742719,0.07076560499741406,0.10034815807474828,0.021740754859866363,0.07034649751040006,0
318024,0.13896616102731316,0.20498917231356162,0.04352368018624742,0.11707235407329065,0
288423,0.12608611684296367,0.1878386090509998,0.020347556783524227,0.13031272641203248,0
1210326,0.060095042526622885,0.07829839962292484,0.01684617558512405,0.07945995019811626,0
1779375,0.036674811875351536,0.0450917802120776,0.03077466183717323,0.02448261609080383,0
2342514,0.04088052866705091,0.05372443796324955,0.03193087935799304,0.022195229390141107,0
605751,0.05819105439364667,0.06549124398922368,0.02149667071089244,0.09498215592883548,0
471592,0.1002379165051323,0.13657183918961735,0.055807344798655935,0.07604896735363417,0
235969,0.1600543858326103,0.22242465402363532,0.03194027535186367,0.19629988107616775,0
1231783,0.10585740414997533,0.16769882041379303,0.043132068585519046,0.04534186683711552,0
1684265,0.016222979904657694,0.001377141959576611,0.02258344417000738,0.04379687836933587,0
1529308,0.14947067133011016,0.25521685791414683,0.028095557780134024,0.06716787519498263,0
935306,0.036990294947318855,0.03448984901516017,0.030471263034076032,0.05301995764757982,0
2203638,0.126818138900788,0.22082397811410504,0.02322854370738006,0.04718793365760732,0
1534259,0.06291857412445177,0.09076414677113365,0.03152622355595629,0.040393168360490304,0
545399,0.15035609939488553,0.2651819357529315,0.028111947014184648,0.04665773707082199,0
2357368,0.09965089764103646,0.1775659784385467,0.024750456267270793,0.017213857707909362,0
1146537,0.0685164248651529,0.09590168944834054,0.029536190138624914,0.05852361549697578,0
1206736,0.10467878498992553,0.160347968473048,0.04088968959146832,0.06118946937980521,0
2188217,0.1933625044078393,0.32334183586217125,0.04781720583150547,0.0867321236365102,0
708695,0.10114411328587614,0.16165986955293266,0.01979414732241558,0.07187967156342563,0
2586043,0.08597681479343108,0.1278993897382048,0.03341269676650354,0.06001655447188811,0
2350849,0.04485551912993805,0.06129652973671684,0.027077134092902886,0.030420570168543822,0
2571379,0.16331039962925767,0.2870003629378518,0.026004207518909913,0.06004477952329389,0
2096070,0.08720211663031557,0.14271351822729406,0.030324915812948685,0.03373941386391976,0
1697351,0.027004224750987387,0.02022152918389719,0.02137736885790429,0.05240124750833753,0
2574402,0.3912780921955099,0.38736712690918806,0.38700643918120387,0.4074629849327738,1
449641,0.3293432641132938,0.5269278147635595,0.08372004113028955,0.2038167219621356,1
1349707,0.16705731902285595,0.27388636144005596,0.03985714872395864,0.09078496842820193,0
845410,0.16876130042345844,0.24199682935478073,0.06760875983597092,0.13740128897638396,0
2027127,0.1252063605512878,0.21287988683097359,0.0361337469044976,0.03963146532225873,0
2320628,0.15635177441542425,0.2873644752920044,0.016037995119138622,0.039290691168402385,0
497843,0.17191105044891752,0.29079881421229603,0.04041300262297741,0.07193871277938142,0
344445,0.1329190992588569,0.19869661366356972,0.017721358321972518,0.1412719246524014,0
714814,0.044357251858372804,0.056134578828104686,0.014519043611695332,0.059671246804059296,0
1195849,0.06213631210708448,0.0754591670414625,0.02715728801237754,0.08129771091319989,0
2504034,0.15867610230493237,0.2865443551822998,0.02870433843823636,0.03396311591155772,0
2205092,0.2437109950206207,0.43102754798038156,0.03046528720563141,0.09528817434370253,0
1686904,0.08492230964053804,0.14867068292804575,0.019916430173758177,0.023060195621938562,0
2030549,0.1918134640877342,0.334969976013328,0.03127652169306871,0.07472759786574788,0
274202,0.27764576583425976,0.43276424408869063,0.11781646968787396,0.12959351441776118,0
770585,0.03831274980875566,0.030308020993654816,0.03143162376529154,0.06864626091170396,0
876067,0.05691216623216583,0.0790755660195761,0.023988367175596017,0.05088936534849488,0
2298060,0.04071046844537337,0.0622756019226286,0.01830087744751009,0.02041202124903022,0
1581149,0.19226412692385145,0.3509892072026545,0.03091585845024183,0.037473828937258404,0
756509,0.03981328955689693,0.039673249825734835,0.024725713071503726,0.06279475361289198,0
280811,0.49543500181066946,0.6811770334633364,0.3790001812086911,0.20573215358196986,1
472983,0.22674863225531505,0.35108232684369456,0.11825360620675225,0.07865693485721051,0
708083,0.07358033114306259,0.11653989760676131,0.025048193032371546,0.03897962214985236,0
1019428,0.06825706264403422,0.07018458788093596,0.04701936748612548,0.09529479228864295,0
931958,0.08635987779104672,0.1479426893699778,0.020711571059169473,0.030875308941534944,0
1840812,0.02679977965586185,0.01880413538608061,0.03886048731672643,0.02869782883901809,0
1438296,0.07647284585778771,0.12888214852854962,0.01577561223236957,0.03649543961901013,0
2324274,0.05170369860900294,0.08269409350067947,0.024778873621763106,0.014614948860671375,0
1020627,0.1621005580470111,0.26212750843272226,0.03816509486655039,0.09793637685342424,0
664139,0.11764473693933566,0.19162767074863873,0.02427120020493407,0.0727477075176804,0
1388825,0.09017261572807,0.10051131242764355,0.07456812249878535,0.08773261382306317,0
1560640,0.04855553539770468,0.05662307218367446,0.020360071589972936,0.07067988914437784,0
2668794,0.19028976380448553,0.33136696725033576,0.027060419273309225,0.08244077198662429,0
657354,0.16148196003235202,0.2190443212999743,0.07804392982540802,0.14273310217371224,0
15176,0.17339542364585542,0.2778742389196561,0.018629468781866866,0.14434731775733656,0
140562,0.11998624749988451,0.1609311455803618,0.024250386792006723,0.16122779336050794,0
1755870,0.11816947872871365,0.18830529535019225,0.05386915161493819,0.03928042784568038,0
2339076,0.1612970167884657,0.27430823669212334,0.04648247306263454,0.05099078261806834,0
1891084,0.03821565075335786,0.03744083293632039,0.0238750881212219,0.061663539244155456,0
990735,0.06985607201438454,0.1049299882399849,0.02291328805506098,0.052585457389369,0
1364962,0.07131847013051218,0.11343143521797638,0.01909732396388815,0.04436777666178769,0
1587106,0.09390140591855528,0.16652272476949592,0.02705656601466742,0.012615368647035448,0
1143001,0.21783132617671164,0.385483108184433,0.022318948573221257,0.0919704375626439,0
2209131,0.038668470248232605,0.04960036400421208,0.01978270837017588,0.039667378675368986,0
1568325,0.08272192337955171,0.09923351677878711,0.05414149113808416,0.08431358824366454,0
2030907,0.1405647549052768,0.2516882692156649,0.021464924142208998,0.04140571527390839,0
1548869,0.030906179549392038,0.025624145531708886,0.020514428925327267,0.05969889052969707,0
3611,0.3345229108755307,0.5598183112692212,0.07521048446519418,0.16025304950680916,1
1370495,0.1822039298639343,0.3110556739413475,0.02286645092914398,0.09908078807258672,0
722390,0.09454892072994649,0.13754817723083468,0.04122807282252909,0.06703205133885211,0
150493,0.12557328263499365,0.1693237500311946,0.028152793332172396,0.16232784809872317,0
403873,0.12439251682036255,0.16942871126847914,0.028012439807746155,0.1563721462189957,0
2140323,0.04405618844294095,0.06052804961648328,0.0364728075424235,0.014251606859861292,0
97430,0.1253749645280992,0.18473137266962625,0.016341526968684395,0.14053410051340393,0
871117,0.05812633484782927,0.078052305521495,0.03599898203928391,0.04150243737648298,0
1628654,0.13297213714163847,0.21044855469754142,0.06156581714669942,0.04639057324428961,0
1921399,0.07602154148283503,0.12117707806012912,0.03337364407507301,0.02710454615124284,0
727323,0.14706167501297662,0.2545432737992155,0.025154312731709746,0.06121872146927983,0
1299430,0.028953067334061156,0.03460209183196117,0.01806981674858494,0.031155381967525455,0
1862157,0.02434685914389478,0.015180981431661578,0.029240340145074845,0.039921331922707685,0
2104840,0.0807916744951962,0.13356702022042855,0.024761069489138587,0.03289921769120173,0
2708486,0.20100601274720878,0.357166094167356,0.009836586153830582,0.09735994908690804,0
1310720,0.05342535280233404,0.06890107698361381,0.03610931418971261,0.04071010026806676,0
21735,0.1664895635058852,0.24373699938483417,0.047324021838847784,0.15211928630906899,0
1193281,0.0458088942100392,0.045236268449580064,0.03009036311849375,0.07081825524850521,0
2291400,0.04908391352712822,0.07899676051274374,0.01551660883052116,0.02465275310800004,0
1451413,0.026201445533703162,0.024216330265699137,0.030906574044835065,0.024106540937015378,0
619169,0.06711426078244098,0.06985123346881017,0.04086109274182198,0.09965158112744656,0
1688579,0.04409541050605155,0.06105994575650253,0.017714794169026875,0.041254996885461095,0
655644,0.25600079931043174,0.4169453675440927,0.06210849970161611,0.14447782813950266,0
2518520,0.0427815345996478,0.05642306977351563,0.02856603330796259,0.03000094860250602,0
89055,0.2824373815723354,0.47126595707342034,0.029854005652239668,0.18924100669976665,0
76091,0.1218657972767239,0.1682299830186359,0.025125900448341742,0.15106517816451717,0
1053729,0.06837493473591978,0.09651896448486963,0.03707043986393263,0.04497160267152588,0
2190025,0.028161867673826245,0.025740987388689462,0.02856642263372367,0.03360723594682206,0
1486090,0.19306937807191699,0.33083920796701793,0.040364817269709904,0.07770164453747522,0
369956,0.25198855022691374,0.4262924787160517,0.02310341992751884,0.15955642445316123,0
2249168,0.07255897365598357,0.09251706592488229,0.053388209485312234,0.051419889239743784,0
2390280,0.04703789944661628,0.05831465670628211,0.02505852167623602,0.051815072953022095,0
679895,0.11904787378788838,0.2006742349107712,0.03589748968184546,0.03970754713974573,0
268827,0.1307788746610583,0.1964472030860399,0.02709499705057708,0.12213387001432613,0
1059529,0.19228044444258,0.33670720544657595,0.02755804902908639,0.07829713505283055,0
1793505,0.045978305481753204,0.054083039663517685,0.04680553254859343,0.02447562942708165,0
1720553,0.08018138746735573,0.10768996026285382,0.03982645211802216,0.07194235850261081,0
540734,0.10941709355778455,0.181588231875755,0.02902276898297127,0.04958073462507831,0
49780,0.1353304946647713,0.19766870705855266,0.0222943600385165,0.1490391656197,0
2051105,0.14061855315867805,0.23873487547417305,0.032467495451382666,0.05755433393088356,0
2715498,0.21257941777809325,0.3711227633281575,0.024126852047703554,0.09889990249851714,0
2708171,0.266136458613683,0.4715488683803116,0.036748700733365024,0.09668707101758851,0
2423225,0.24955738834671595,0.4424613028379787,0.03182442858962776,0.0938970417541914,0
2060438,0.16879772033848994,0.25937755489363,0.07835542133759563,0.07801158245198131,0
1545328,0.03748662222739753,0.04125067488817247,0.020925075366920343,0.05291881086617595,0
94889,0.2622606978078222,0.42466000378369384,0.049655948735665534,0.17516955647637797,0
1135761,0.03536881420748758,0.041469197269028424,0.01966667342902815,0.04367106772132465,0
101030,0.12305643233215972,0.16615375241715624,0.029883658206371868,0.1550722933083502,0
952160,0.04097369395127172,0.04489729011111554,0.028270795623149467,0.05021905104384557,0
958380,0.03839745154464699,0.03559289288895573,0.02426424431101018,0.06660865903433034,0
2700023,0.18889752712530045,0.32057936638693163,0.0236186608559102,0.10761122837530783,0
1514967,0.03130698034265955,0.028762945404353757,0.033497452914773414,0.03438135883025325,0
1428167,0.16061869420596003,0.28426466015920504,0.02844662694105026,0.04976188022021209,0
2472233,0.1272272676490749,0.21788516495397248,0.032535617942075955,0.042619998947329395,0
2234563,0.06520020407150146,0.10246631256517635,0.02408114003352014,0.0337135288942862,0
2070485,0.24462213075707015,0.4248792284727042,0.03253520794449695,0.11210977068684488,0
2751398,0.248050781930024,0.42088578935364673,0.012607879819400173,0.16912761653690297,0
1906676,0.09026908528391163,0.11030435771262459,0.06698515917167895,0.07510679338047822,0
1449553,0.033498463641136705,0.04448373853631027,0.017321912545565813,0.030300103046559147,0
551119,0.05471499754546326,0.0665806048462233,0.023681224597527063,0.07160163871546746,0
1983233,0.15349389411918787,0.2794209335156568,0.030227360753759733,0.02357609567615788,0
2744752,0.35920142218984497,0.5546926506125651,0.15242813908321984,0.18063327579298244,1
453373,0.3225016558963717,0.5337998118229296,0.04071295596322629,0.21693931597969518,1
1381679,0.055309664693662386,0.052989574798946504,0.04601850618157267,0.07504662719858667,0
744836,0.17027277252396225,0.2977650789499301,0.01367904911873329,0.08643259156688611,0
1894844,0.06799955316905089,0.0946444062303129,0.03554877713756998,0.05006358456311723,0
872581,0.05362163928227954,0.07902718617384719,0.020806521832497735,0.0393304482280331,0
589998,0.05497043525166451,0.0566153157850916,0.032112148272685756,0.08514566438656491,0
2251722,0.29687848100415837,0.47778987649208127,0.1414278424747163,0.07777595007851405,1
542369,0.0629980469755335,0.07754456423359146,0.03859609208837941,0.0632346861611197,0
2421603,0.2432257893797689,0.4111388517153276,0.06221649427475078,0.09495707619839934,0
142042,0.12578568416534697,0.18125174314501247,0.018174509286409617,0.14853729903458918,0
2631667,0.17006768500337668,0.270376121426254,0.08536356222411605,0.04635277811507444,0
2617701,0.133761327683543,0.16286693839436683,0.15502308145030874,0.029104670256334786,0
73539,0.28587660318583996,0.47532952728670175,0.033706114662347915,0.1905000257189236,0
2019595,0.07701872680714185,0.1080888261682621,0.04632422305629485,0.04538523403061172,0
1778252,0.06997426771232157,0.11912149917540504,0.03203326999165013,0.004017685635620092,0
1235657,0.07898659121643749,0.12778242892953495,0.024117163988994935,0.039301137774857595,0
790374,0.03841939952213011,0.027714496454954496,0.0279957894751162,0.08081707226059004,0
303497,0.11863380234320353,0.15056497742422548,0.05900732719780652,0.1282455773587442,0
2166662,0.0529386125040749,0.0750244802101181,0.031627314756451655,0.029690889860401817,0
68691,0.12956278167423055,0.1863295587199153,0.01971453929692381,0.15241820262597872,0
1483731,0.12280452391300328,0.21698249861672791,0.02396368373106673,0.035620847426596575,0
1696250,0.02202272202591147,0.010772757967953517,0.01968513998022361,0.05365400523933813,0
807689,0.045614705031373645,0.03858179680531071,0.030043663283556378,0.0865535382182569,0
978224,0.03787491101056842,0.035321631266438724,0.020988207846434,0.06958816511709427,0
1186238,0.05281094090723462,0.07076709370808498,0.019650933179232766,0.05766057049711148,0
331862,0.13175882123264188,0.18557911577469022,0.03846530605625882,0.1371483576420956,0
2420863,0.2634943492303047,0.45112370501105126,0.047720749979023744,0.11808135865535965,0
1664211,0.051758194565088754,0.05297080946830657,0.05462234777608809,0.0444304274905452,0
406085,0.22872450211530967,0.38215611273292993,0.013602451208555317,0.1678285519313906,0
219942,0.13519425834999646,0.1808003776412801,0.021802926233803584,0.19126595829607673,0
2049500,0.03942845065845177,0.04293219318997399,0.030010012666913652,0.044796751316953425,0
1498800,0.021673407598362966,0.01724211213975746,0.021754241881212614,0.03263039482060225,0
2688317,0.3601620426392857,0.6405869200355856,0.0319172709127401,0.15146700673835434,1
2186754,0.1526499800567835,0.2660260200460157,0.039494815033210486,0.038942627619062566,0
1618926,0.039273063321561774,0.04070459132747861,0.05217172957629252,0.016346243924673588,0
2654759,0.17552827765378906,0.3050107170949533,0.029206265974800128,0.07130519656936188,0
339968,0.28778881413043755,0.46348693798952456,0.0686338802671907,0.17727590527759005,0
1439824,0.13680943123596323,0.2479004006402168,0.022502988000880124,0.03054167257795389,0
2056461,0.2101911954799212,0.366507895636059,0.02088309848648941,0.10336159057972444,0
537532,0.07459280299970332,0.09595744456782485,0.04100173989798451,0.0715677937319777,0
1370659,0.060754428047204365,0.05656369274613726,0.06269108150065654,0.06832628611969387,0
802109,0.17951276668188648,0.3083862756914757,0.023087100473418436,0.09196749347061543,0
649129,0.11855462859570864,0.16030319436232343,0.040836421092768374,0.13076052543358208,0
2559661,0.0857732451152064,0.14415982889779666,0.026213091534703654,0.029147016029484857,0
1692562,0.1299959393184924,0.2203353850880012,0.02505302509824156,0.06156169622509662,0
1662196,0.02707982889891295,0.021775854285482232,0.02800971270337628,0.03894493972579476,0
1126759,0.06776481602783675,0.11386025925576015,0.02237340441942056,0.0206133253706525,0
2553189,0.054880845013902405,0.07346524313738056,0.02782177709413905,0.04900845158485203,0
2542190,0.040147047236278814,0.0538082848235476,0.018703871207155165,0.03815871731179231,0
1998228,0.06880233327868628,0.1094688498021974,0.041467188895280796,0.00813875854501669,0
2484833,0.18293151606953428,0.3153658866318765,0.050015300066086184,0.051219913668851015,0
2424237,0.1601630273573651,0.23739145598220424,0.08610488241004607,0.07817917321624587,0
1806515,0.15599662285452806,0.28554351954442614,0.02848626137783821,0.023394923344817662,0
679837,0.08820351686559375,0.10531013071222917,0.07665086187494642,0.06276596473497614,0
137506,0.2637878890854751,0.4382255455871622,0.02266649153567477,0.18937584415595796,0
998290,0.14902907615756913,0.25160370605761884,0.020115463608077776,0.0859629202316819,0
640550,0.12065715507334,0.18861660985650575,0.024689508517116345,0.09470998794976113,0
1479789,0.06602505364111366,0.09975216985317581,0.02844135463177969,0.03808281162495923,0
2759134,0.2630697638121043,0.4329861102062865,0.0304941611685793,0.18714230179193606,0
1150684,0.04884038248700958,0.05825404141897317,0.02957961652882029,0.05419738409438454,0
1310378,0.04896007031821098,0.06545768089489867,0.027590998805875303,0.03976965114499525,0
2463631,0.21902113035283322,0.3811138893644579,0.04372415801419213,0.0767346913317332,0
736992,0.06025870731462664,0.08229878450801975,0.030072586619303107,0.05043769537412917,0
1678547,0.0510756141944817,0.07234834347407648,0.029101674204353715,0.030854700980686697,0
905807,0.08764802635715738,0.15371876399444673,0.018697773911924367,0.025896560931783497,0
1286907,0.11274550508553866,0.18797009891908933,0.02896509755762723,0.05035463179352913,0
610509,0.10836287667787281,0.15872166238332752,0.04691917633177061,0.07463146293338933,0
1847655,0.029790731804200936,0.030488779015633072,0.02271000696291087,0.03866670103755569,0
1019199,0.06348482819482161,0.07559459085797382,0.023675726749415104,0.09292407370505083,0
1360085,0.12499629105742138,0.2220960523092641,0.014767074032856908,0.047590713464661316,0
532525,0.24830227449126754,0.42952406645478336,0.0377238001039084,0.11111550616351673,0
681024,0.07188763515779913,0.0919401449493259,0.046803183584022356,0.059383038039647354,0
1666902,0.02912443395612603,0.02798406407051235,0.022268567911899642,0.04225915773649982,0
1695348,0.10658775372459202,0.1847312797941435,0.025355778801555824,0.033076900935267675,0
1275227,0.07893190237698629,0.12430393483656577,0.029154798485243112,0.04016747706565235,0
560400,0.19757498834446466,0.3456885874668413,0.023154404454717212,0.08892186637314438,0
1674978,0.028267360961146862,0.026998061945369356,0.02541653709850971,0.03571684429454635,0
203429,0.13858004063114635,0.18668679933182852,0.02524447350831865,0.18831649456368238,0
1291166,0.03978679218881966,0.05223812065331823,0.028129324018881952,0.02614467328247979,0
2378736,0.1328247799659591,0.23268415711592394,0.03388277665590222,0.03158934205613222,0
1573062,0.08629252731089754,0.11541819396849173,0.04442470510288892,0.07628009397892495,0
2489231,0.06335828065422772,0.10585951451508613,0.023686234838483648,0.016613264725697765,0
1794087,0.19931888814824394,0.35302921711451574,0.02792609038035954,0.07213226238439098,0
1305587,0.04305774250903461,0.056720873965502405,0.02765779605247386,0.03199983355270626,0
64140,0.12372954009961654,0.17721820034576918,0.018224290627997082,0.14826576369166405,0
1627146,0.031730555222223754,0.021957804507666823,0.05729622796559946,0.017813922893552544,0
1072863,0.056544665007308925,0.09002769645306885,0.015119678171429483,0.03497456664672825,0
789293,0.10934444210591815,0.1613019665964438,0.05697616016135751,0.058003053796444985,0
2436440,0.09988822860939445,0.16873398265832518,0.028248291788491114,0.03523374871842262,0
1264881,0.05042830736558434,0.07084111244208269,0.027129118213500295,0.03434507840246454,0
62547,0.14255568335355612,0.20920512920944057,0.02404780870358854,0.1536938806887964,0
338580,0.1082680392740011,0.1337023961223135,0.04925542296774506,0.13320107161260414,0
2525970,0.07233139947358806,0.12449671736913481,0.02157318953741233,0.018055419638984754,0
507746,0.12191412677875837,0.21298490497798073,0.020977070039752556,0.045642766389211206,0
267019,0.15618546372107664,0.21783630884578198,0.06641591796060664,0.13671266955001826,0
578540,0.05372681104048166,0.05780105829821813,0.03129464588647476,0.07718944062715082,0
280477,0.23106457098374095,0.3880544518413853,0.018579487664344547,0.1573174938187247,0
1187066,0.042882844615994856,0.0416058286135188,0.024661777581221456,0.07340698517434506,0
121124,0.2550773826707678,0.4340345464994173,0.023647110735035788,0.15482988100274214,0
2034591,0.027564973669054502,0.032279360556790704,0.009003549260465614,0.04362114306259733,0
2697463,0.18427862236703274,0.3221819846253249,0.011283024661862841,0.09901361327905721,0
2440686,0.08608280075382674,0.12683695964673447,0.05191073922590033,0.03545549581344702,0
1302100,0.04211213555763893,0.05823540122751847,0.022081057361568717,0.03185058867704542,0
573632,0.17024088264689355,0.29310453153413185,0.024667722573934105,0.08144150053823698,0
1113016,0.04706363440772089,0.06405769079180357,0.029266131833019654,0.03127474730956605,0
811307,0.04563696363223611,0.04062685174614167,0.023219835061631576,0.09178793620337902,0
1368929,0.07065537797207898,0.11280250875327169,0.01763939557443241,0.04481152461556702,0
253448,0.15445419887440473,0.23292599188868568,0.03636434077183939,0.13540950349255038,0
2302124,0.06586523546645882,0.11771802899978512,0.0034347047542398843,0.029879047701471532,0
2568020,0.16660855782911474,0.29628591254965564,0.020296658153928185,0.0618830205405422,0
2085838,0.23692588341966625,0.3876227472609566,0.08050493658038031,0.09481514407536931,0
1083797,0.04065176755318322,0.043850307220683726,0.036189485421807124,0.0393488415814961,0
1006599,0.0473413107578711,0.04792604546392287,0.02147440055243137,0.08467983930090126,0
